user_name,account_type,state,party,office,first_name,last_name,middle_name,suffix
tomemmer,campaign,MN,r,House Representative,Tom,Emmer,"",""
Donna_Sheldon,campaign,GA,r,House Candidate,Donna,Sheldon,"",""
Spilka4Congress,campaign,MA,d,House Candidate,Karen,Spilka,,
carlsciortino,campaign,MA,d,House Candidate,Carl,Sciortino,,
Eloise4Congress,campaign,CA,d,House Candidate,Eloise,Gomez Reyes,"",""
standwithbarry,campaign,GA,r,House Representative,Barry,Loudermilk,"",""
MarkGreenbergCT,campaign,CT,r,House Candidate,Mark,Greenberg,"",""
DarleneSenger,campaign,IL,r,House Candidate,Darlene,Senger,"",""
_ErikaHarold,campaign,IL,r,House Candidate,Erika,Harold,"",""
BradleyByrne,campaign,AL,r,House Representative,Bradley,Byrne,"",""
JensenElis,campaign,KY,d,House Candidate,Elisabeth,Jensen,"",""
Ron4VA,campaign,VA,r,House Candidate,Ron,Meyer,"",Jr.
CainforCongress,campaign,ME,d,House Candidate,Emily,Cain,"",""
RudyforCongress,campaign,MI,d,House Candidate,Rudy,Hobbs,"",""
MonicaVernon,campaign,IA,d,House Candidate,Monica,Vernon,"",""
MooneyforWV,campaign,WV,r,House Representative,Alex,Mooney,"",""
GaryGerrard10,campaign,GA,r,House Candidate,Gary,Gerrard,"",""
PaulDietzel,campaign,LA,r,House Candidate,Paul,Dietzel,"",""
RepChadFincher,campaign,AL,r,House Candidate,Chad,Fincher,,
JasonZacharyTN,campaign,TN,r,House Candidate,Jason,Zachary,"",""
ObermuellerMike,campaign,MN,d,House Candidate,Mike,Obermueller,"",""
ErinforPA,campaign,PA,d,House Candidate,Erin,McClelland,"",""
workingjoebaca,campaign,CA,d,House Candidate,Joe,Baca,"",""
JohnLaFerla,campaign,MD,d,House Candidate,John,LaFerla,"",""
jodyhice,campaign,GA,r,House Representative,Jody,Hice,"",""
MikeCollinsGA,campaign,GA,r,House Candidate,Mike,Collins,"",""
ArtHalvorson,campaign,PA,r,House Candidate,Art,Halvorson,"",""
JoeKaufmanUSA,campaign,FL,r,House Candidate,Joe,Kaufman,"",""
VoteShaughnessy,campaign,PA,d,House Candidate,Shaughnessy,Naughton,"",""
Walker4NC,campaign,NC,r,House Representative,Mark,Walker,"",""
SteveRathje,campaign,IA,r,House Candidate,Steve,Rathje,"",""
chrisbalkema,campaign,IL,r,House Candidate,Chris,Balkema,"",""
RoyCho5,campaign,NJ,d,House Candidate,Roy,Cho,"",""
nancymace,campaign,SC,r,Senate Candidate,Nancy,Mace,"",""
cash4senate,campaign,SC,r,Senate Candidate,Richard,Cash,"",""
SarvisPress,campaign,VA,i,Gubernatorial Candidate,Robert,Sarvis,C.,
AsaHutchinson,campaign,AR,r,Governor,Asa,Hutchinson,"",""
curtiscoleman,campaign,AR,r,Gubernatorial Candidate,Curtis,Coleman,"",""
DebraHobbsforAR,campaign,AR,r,Gubernatorial Candidate,Debra,Hobbs,"",""
LoneganForNJ,campaign,NJ,r,Senate Candidate,Steve,Lonegan,,
Lonegan,campaign,NJ,r,Senate Candidate,Steve,Lonegan,,
Eck4Senate,campaign,NJ,r,Senate Candidate,Alieta,Eck,"",""
BillCassidy,campaign,LA,r,Senator,Bill,Cassidy,"",""
PhilGingreyMD,campaign,GA,r,Senate Candidate,Phil,Gingrey,"",MD
JackKingston4GA,campaign,GA,r,Senate Candidate,Jack,Kingston,"",""
TeamBraley,campaign,IA,d,Senate Candidate,Bruce,Braley,"",""
karenhandel,campaign,GA,r,House Candidate,Karen,Handel,"",""
RepSanfordSC,official,SC,r,House Representative,Mark,Sanford,,
RepJasonSmith,official,MO,r,House Representative,Jason,Smith,"",""
SenatorTester,official,MT,d,Senator,Jon,Tester,"",""
RepFrankLucas,official,OK,r,House Representative,Frank,Lucas,,
RepSusanDavis,official,CA,d,House Representative,Susan,Davis,"",""
RepRobinKelly,official,IL,d,House Representative,Robin,Kelly,"",""
RoundsforSenate,campaign,SD,r,Senator,Mike,Rounds,"",""
JoeWMiller,campaign,AK,r,Senate Candidate,Joe,Miller,W.,""
osbornforsenate,campaign,NE,r,Senate Candidate,Shane,Osborn,"",""
MattBevin,campaign,KY,r,Governor,Matt,Bevin,"",""
MarkDarrAR,campaign,AR,r,House Candidate,Mark,Darr,,
WestermanAR,campaign,AR,r,House Representative,Bruce,Westerman,"",""
leebright,campaign,SC,r,Senate Candidate,Lee,Bright,"",""
RepBlainePress,official,MO,r,House Representative,Blaine,Luetkemeyer,"",""
RobManess,campaign,LA,r,Senate Candidate,Rob,Maness,"",""
NatalieTennant,campaign,WV,d,Senate Candidate,Natalie,Tennant,"",""
RepJoeGarcia,official,FL,d,House Representative,Joe,Garcia,"",""
brentroske,campaign,CA,i,House Candidate,Brent,Roske,"",""
YoungForAlabama,campaign,AL,r,House Candidate,Dean,Young,,
RepJohnDuncanJr,official,TN,r,House Representative,John,Duncan,,Jr.
Rohrabacher,campaign,CA,r,House Representative,Dana,Rohrabacher,"",""
TerriLLand,campaign,MI,r,Senate Candidate,Terri,Land,"",""
ChiesaNews,official,NJ,r,Senator,Jeffrey,Chiesa,,
wendydavis,campaign,TX,d,Gubernatorial Candidate,Wendy,Davis,"",""
RepChrisSmith,official,NJ,r,House Representative,Chris,Smith,"",""
SenatorBaldwin,official,WI,d,Senator,Tammy,Baldwin,,
USRepRodney,official,NJ,r,House Representative,Rodney,Frelinghuysen,,
Rep_Hunter,official,CA,r,House Representative,Duncan,Hunter,,
RepJeffMiller,campaign,FL,r,House Representative,Jeff,Miller,"",""
katherineclark,campaign,MA,d,House Representative,Katherine,Clark,"",""
FrankAddivinola,campaign,MA,r,House Candidate,Frank,Addivinola,,
pat_maciariello,campaign,CA,r,House Candidate,Pat,Maciariello,"",""
DougOse,campaign,CA,r,House Candidate,Doug,Ose,"",""
danlogue4cd3,campaign,CA,r,House Candidate,Dan,Logue,"",""
senatormcdaniel,campaign,MS,r,Senate Candidate,Chris,McDaniel,"",""
NeilRiser,campaign,LA,r,House Candidate,Neil,Riser,,
VanceMcAllister,campaign,LA,r,House Representative,Vance,McAllister,"",""
USRepKCastor,official,FL,d,House Representative,Kathy,Castor,,
CMForUSSenate,campaign,MS,r,Senate Candidate,Chris,McDaniel,"",""
Michaud2014,campaign,ME,d,Gubernatorial Candidate,Mike,Michaud,"",""
votefrei,campaign,NE,r,House Candidate,Dan,Frei,"",""
CharlieCrist,campaign,FL,d,Gubernatorial Candidate,Charlie,Crist,"",""
trott4congress,campaign,MI,r,House Representative,Dave,Trott,"",""
MarthaMcSally,campaign,AZ,r,House Representative,Martha,McSally,"",""
Eleanor4Congres,campaign,DC,d,House Representative,Eleanor,Holmes Norton,"",""
DougTruax,campaign,IL,r,Senate Candidate,Doug,Truax,"",""
chuckschumer,campaign,NY,d,Senator,Chuck,Schumer,"",""
Demos4Congress,campaign,NY,r,House Candidate,George,Demos,"",""
carloslcurbelo,campaign,FL,r,House Candidate,Carlos,Curbelo,,
Quico_Canseco,campaign,TX,r,House Candidate,Francisco,Canseco,"",""
SenBookerOfc,official,NJ,d,Senator,Cory,Booker,"",""
RussFulcher,campaign,ID,r,Gubernatorial Candidate,Russ,Fulcher,"",""
Richard_Tisei,campaign,MA,r,House Candidate,Richard,Tisei,"",""
USRepLong,official,MO,r,House Representative,Billy,Long,,
RepGuthrie,official,KY,r,House Representative,Brett,Guthrie,"",""
EvanJenkinsWV,campaign,WV,r,House Representative,Evan,Jenkins,"",""
KathleenMPeters,campaign,FL,r,House Candidate,Kathleen,Peters,M.,""
CoryGardner,campaign,CO,r,Senator,Cory,Gardner,"",""
walkerforakgov,campaign,AK,i,Governor,Bill,Walker,"",""
Parnell4Gov,campaign,AK,r,Governor,Sean,Parnell,"",""
FredDuVal,campaign,AZ,d,Gubernatorial Candidate,Fred,DuVal,"",""
BennettArizona,campaign,AZ,r,Gubernatorial Candidate,Ken,Bennett,"",""
dougducey,campaign,AZ,r,Governor,Doug,Ducey,"",""
cjones,campaign,AZ,r,Gubernatorial Candidate,Christine,Jones,"",""
KeithIngramAR,campaign,AR,d,Gubernatorial Candidate,Keith,Ingram,"",""
ScottHonour,campaign,MN,r,Gubernatorial Candidate,Scott,Honour,"",""
Jeff4Gov,campaign,MN,r,Gubernatorial Candidate,Jeff,Johnson,"",""
KurtZellersMN,campaign,MN,r,Gubernatorial Candidate,Kurt,Zellers,"",""
ThompsonSenate,campaign,MN,r,Gubernatorial Candidate,Dave,Thompson,"",""
seifertmn,campaign,MN,r,Gubernatorial Candidate,Marty,Seifert,"",""
ianbayneisright,campaign,IL,r,House Candidate,Ian,Bayne,"",""
scottgessler,campaign,CO,r,Gubernatorial Candidate,Scott,Gessler,"",""
ttancredo,campaign,CO,r,Gubernatorial Candidate,Tom,Tancredo,"",""
SteveHouse4Gov,campaign,CO,r,Gubernatorial Candidate,Steve,House,"",""
SenatorBrophy,campaign,CO,r,Gubernatorial Candidate,Greg,Brophy,"",""
Vote4Chuck,campaign,NE,d,Gubernatorial Candidate,Chuck,Hassebrook,"",""
Charlie_Janssen,campaign,NE,r,Gubernatorial Candidate,Charlie,Janssen,"",""
BeauRMcCoy,campaign,NE,r,Gubernatorial Candidate,Beau,McCoy,"",""
MikeFoley4Gov,campaign,NE,r,Gubernatorial Candidate,Mike,Foley,"",""
RickettsForGov,campaign,NE,r,Governor,Pete,Ricketts,"",""
AlexSinkFlorida,campaign,FL,d,House Candidate,Alex,Sink,"",""
DavidJollyCD13,campaign,FL,r,House Representative,David,Jolly,"",""
MarkBircherFL,campaign,FL,r,House Candidate,Mark,Bircher,"",""
WesNeuman,campaign,FL,d,House Candidate,Wesley,Neuman,"",""
CorryWestbrook,campaign,FL,d,House Candidate,Corry,Westbrook,"",""
BonillaCongress,campaign,FL,r,House Candidate,Jorge,Bonilla,"",""
platt4congress,campaign,FL,r,House Candidate,Carol,Platt,"",""
vivaldisenate,campaign,FL,r,House Candidate,Peter,Vivaldi,"",""
Mike_McKenna1,campaign,FL,d,House Candidate,Michael,McKenna,"",""
shayanmodarres,campaign,FL,d,House Candidate,Shayan,Modarres,"",""
senatornanrich,campaign,FL,d,Gubernatorial Candidate,Nan,Rich,"",""
RepMcAllister,official,LA,r,House Representative,Vance,McAllister,"",""
DwayneStovall,campaign,TX,r,Gubernatorial Candidate,Dwayne,Stovall,"",""
MichelleNunnGA,campaign,GA,d,Senate Candidate,Michelle,Nunn,"",""
joniernst,campaign,IA,r,Senator,Joni,Ernst,"",""
AlanMCohn,campaign,FL,d,House Candidate,Alan,Cohn,"",""
Carl_Domino,campaign,FL,r,House Candidate,Carl,Domino,,
Schlesinger4FL,campaign,FL,r,House Candidate,Alan,Schlesinger,"",""
EllenAndel,campaign,FL,r,House Candidate,Ellen,Andel,"",""
HenryColon2014,campaign,FL,r,House Candidate,Henry,Colon,"",""
AlisonForKY,campaign,KY,d,Senate Candidate,Alison,Grimes,L.,""
DrChadMathis,campaign,AL,r,House Candidate,Chad,Mathis,"",""
Paul_DeMarco,campaign,AL,r,House Candidate,Paul,DeMarco,"",""
TilghmanForMD,campaign,MD,d,House Candidate,Bill,Tilghman,"",""
WC4Congress,campaign,MD,d,House Candidate,Warren,Christopher,"",""
DavidVogt_MD,campaign,MD,r,House Candidate,David E.,Vogt,"",III
RepByrne,official,AL,r,House Representative,Bradley,Byrne,"",""
EdWGillespie,campaign,VA,r,Gubernatorial Candidate,Ed,Gillespie,"",""
McGeehan4WV,campaign,WV,r,Senate Candidate,Pat,McGeehan,"",""
RickWeilandTIB,campaign,SD,d,Senate Candidate,Rick,Weiland,"",""
BenSasse,campaign,NE,r,Senator,Ben,Sasse,"",""
JohnWalsh,campaign,MT,d,Senator,John,Walsh,"",""
champedmunds,campaign,MT,r,Senate Candidate,Champ,Edmunds,"",""
JulianneOrtman,campaign,MN,r,Senate Candidate,Julianne,Ortman,"",""
Bellows4Senate,campaign,ME,d,Senate Candidate,Shenna,Bellows,"",""
MiltonWolfMD,campaign,KS,r,Senate Candidate,Milton,Wolf,"",MD
EdForSenate,campaign,VA,r,Senate Candidate,Ed,Gillespie,"",""
amash2014,campaign,MI,r,House Representative,Justin,Amash,"",""
BillConnorSC,campaign,SC,r,Senate Candidate,Bill,Connor,"",""
DrGregBrannon,campaign,NC,r,Senate Candidate,Greg,Brannon,"",""
HeatherGrantNC,campaign,NC,r,Senate Candidate,Heather,Grant,"",""
MarkHarris2014,campaign,NC,r,Senate Candidate,Mark,Harris,"",""
TimDonnellyShow,campaign,CA,r,Gubernatorial Candidate,Tim,Donnelly,"",""
JayInslee,campaign,WA,d,Governor,Jay,Inslee,"",""
GovInslee,official,WA,d,Governor,Jay,Inslee,"",""
clayaiken,campaign,NC,d,House Candidate,Clay,Aiken,"",""
ClayForNC,campaign,NC,d,House Candidate,Clay,Aiken,"",""
ElectFrench,campaign,AR,r,House Representative,French,Hill,"",""
Igor_Birman,campaign,CA,r,House Candidate,Igor,Birman,"",""
KatrinaPierson,campaign,TX,r,House Candidate,Katrina,Pierson,"",""
AngelForRI,campaign,RI,d,Gubernatorial Candidate,Angel,Taveras,"",""
RhodenForSenate,campaign,SD,r,Senate Candidate,Larry,Rhoden,"",""
AnnetteBosworth,campaign,SD,r,Senate Candidate,Annette,Bosworth,"",""
RepStaceNelson,campaign,SD,r,Senate Candidate,Stace,Nelson,"",""
rhonda4congress,campaign,MN,r,House Candidate,Rhonda,Sivarajah,"",""
PhilKrinkie,campaign,MN,r,House Candidate,Phil,Krinkie,"",""
JoePerske,campaign,MN,d,House Candidate,Joe,Perske,"",""
Read4Congress,campaign,MN,d,House Candidate,Jim,Read,"",""
EspaillatNY,campaign,NY,d,House Representative,Adriano,Espaillat,,
owenjhill,campaign,CO,r,Senate Candidate,Owen,Hill,"",""
ratcliffetx4,campaign,TX,r,House Representative,John,Ratcliffe,"",""
RepDannyDavis,official,IL,d,House Representative,Danny,Davis,"",""
MarkUdall2014,campaign,CO,d,Senator,Mark,Udall,"",""
AbbottCampaign,campaign,TX,r,Governor,Greg,Abbott,"",""
DrDavidAlameel,campaign,TX,d,Senate Candidate,David,Alameel,"",""
Cargas7,campaign,TX,d,House Candidate,James,Cargas,"",""
NealMarchbanks,campaign,TX,d,House Candidate,Neal,Marchbanks,"",""
Minor2014,campaign,TX,d,House Candidate,Louie,Minor,"",""
lifebymkc,campaign,TX,d,House Candidate,Michael,Cole,"",""
Babin4Congress,campaign,TX,r,House Representative,Brian,Babin,"",""
Vote4McKellar,campaign,TX,d,House Candidate,Shirley,McKellar,"",""
DougGansler,campaign,MD,d,Gubernatorial Candidate,Doug,Gansler,"",""
Gray2014,campaign,DC,d,Governor,Vincent,Gray,C.,""
JackEvansWard2,official,DC,d,Gubernatorial Candidate,Jack,Evans,"",""
EvansForMayor,campaign,DC,d,Gubernatorial Candidate,Jack,Evans,"",""
CM_CharlesAllen,campaign,DC,d,Gubernatorial Candidate,Tommy,Wells,"",""
TommyWells,official,DC,d,Gubernatorial Candidate,Tommy,Wells,"",""
MurielBowser,campaign,DC,d,Governor,Muriel,Bowser,"",""
Andy4DC,campaign,DC,d,Gubernatorial Candidate,Andy,Shallal,"",""
andyshallal,campaign,DC,d,Gubernatorial Candidate,Andy,Shallal,"",""
orange4mayor,campaign,DC,d,Gubernatorial Candidate,Vincent,Orange,"",""
RetaJoLewis,campaign,DC,d,Gubernatorial Candidate,Reta Jo,Lewis,"",""
BarbaraComstock,campaign,VA,r,House Representative,Barbara,Comstock,"",""
jimforcongress,campaign,NY,r,House Candidate,Jim,Fischer,"",""
MarkJacobsIowa,campaign,IA,r,Senate Candidate,Mark,Jacobs,"",""
MattDoheny2014,campaign,NY,r,House Candidate,Matt,Doheny,"",""
WoolfforNY,campaign,NY,d,House Candidate,Aaron,Woolf,"",""
NathanDeal,campaign,GA,r,Governor,Nathan,Deal,"",""
carter4governor,campaign,GA,d,Gubernatorial Candidate,Jason,Carter,"",""
BargeforGA,campaign,GA,r,Gubernatorial Candidate,John,Barge,"",""
DavidForGeorgia,campaign,GA,r,Gubernatorial Candidate,David,Pennington,"",""
SenWalshOffice,official,MT,d,Senator,John,Walsh,"",""
TeamCantor,campaign,VA,r,House Representative,Eric,Cantor,"",""
DaveBratVA7th,campaign,VA,r,House Representative,Dave,Brat,"",""
BobGoodlatte6,campaign,VA,r,House Representative,Bob,Goodlatte,"",""
JoeBiden,official,DC,d,Vice President,Joe,Biden,"",""
bobbeauprez,campaign,CO,r,Gubernatorial Candidate,Bob,Beauprez,"",""
ColoradoForKopp,campaign,CO,r,Gubernatorial Candidate,Mike,Kopp,"",""
ClawsonOutsider,campaign,FL,r,House Representative,Curt,Clawson,"",""
LamarAlexander,campaign,TN,r,Senator,Lamar,Alexander,"",""
detbowers,campaign,SC,r,Senate Candidate,Det,Bowers,"",""
Westlund4WI,campaign,WI,d,House Candidate,Kelly,Westlund,"",""
MonicaForOregon,campaign,OR,r,Senate Candidate,Monica,Wehby,"",""
KitzForGov,campaign,OR,d,Governor,John,Kitzhaber,A.,M.D.
WalterJones2016,campaign,NC,r,House Representative,Walter,Jones,"",""
tgriffinnc,campaign,NC,r,House Candidate,Taylor,Griffin,"",""
MichaelWager14,campaign,OH,d,House Candidate,Michael,Wager,"",""
AlmaforCongress,campaign,NC,d,House Representative,Alma,Adams,"",""
philbergerjr,campaign,NC,r,House Candidate,Phil,Berger,"",Jr.
gsforcongress,campaign,VA,i,House Candidate,Justin,Gandino-Saadein,"",""
thadforms,campaign,MS,r,Senator,Thad,Cochran,"",""
PatRoberts,campaign,KS,r,Senator,Pat,Roberts,"",""
Trish4Congress,campaign,MS,d,House Candidate,Trish,Causey,"",""
AllenWeh,campaign,NM,r,Senate Candidate,Allen,Weh,"",""
ArtGardner2014,campaign,GA,r,Senate Candidate,Art,Gardner,"",""
DrRadForSenate,campaign,GA,d,Senate Candidate,Branko,Radulovacki,"",""
camcavasso,campaign,HI,r,Senate Candidate,Cam,Cavasso,"",""
Taylor4USSenate,campaign,KS,d,Senate Candidate,Chad,Taylor,"",""
dahlberg4senate,campaign,MN,r,Senate Candidate,Chris,Dahlberg,"",""
DanSullivan2014,campaign,AK,r,Senator,Dan,Sullivan,"",""
PageforTN,campaign,TN,i,Senate Candidate,Danny,Page,"",""
Perduesenate,campaign,GA,r,Senator,David,Perdue,"",""
DickDurbin,campaign,IL,d,Senator,Dick,Durbin,"",""
Grayson2k16,campaign,GA,r,Senate Candidate,Derrick,Grayson,"",""
EugeneYuGA,campaign,GA,r,House Candidate,Eugene,Yu,"",""
MarkWarnerVA,campaign,VA,d,Senator,Mark,Warner,"",""
MaryLandrieu,campaign,LA,d,Senator,Mary,Landrieu,"",""
MattForOK,campaign,OK,d,Senate Candidate,Matt,Silverstein,"",""
CongerforOregon,campaign,OR,r,Senate Candidate,Jason,Conger,"",""
jimabeler,campaign,MN,r,Senate Candidate,Jim,Abeler,"",""
Oberweis2014,campaign,IL,r,Senate Candidate,Jim,Oberweis,"",""
JimRisch,campaign,ID,r,Senator,Jim,Risch,"",""
TeamCornyn,campaign,TX,r,Senator,John,Cornyn,"",""
JMDickersonSC,campaign,SC,d,Senate Candidate,Joyce,Dickerson,"",""
kayhagan,campaign,NC,d,Senator,Kay,Hagan,"",""
KeshaRogers2014,campaign,TX,d,Senate Candidate,Kesha,Rogers,"",""
MarkBegich,campaign,AK,d,Senator,Mark,Begich,"",""
PryorForSenate,campaign,AR,d,Senator,Mark,Pryor,"",""
Mead_Treadwell,campaign,AK,r,Senate Candidate,Mead,Treadwell,"",""
NatalieforWV,campaign,WV,d,Senate Candidate,Natalie,Tennant,"",""
Hollisforsenate,campaign,LA,r,Senate Candidate,Paul,Hollis,"",""
collins4senator,campaign,ME,r,Senator,Susan,Collins,"",""
TWShannon,campaign,OK,r,Senate Candidate,T.W.,Shannon,"",""
Adams4USSenate,campaign,TN,d,Senate Candidate,Terry,Adams,"",""
tomudall,campaign,NM,d,Senator,Tom,Udall,"",""
childers4senate,campaign,MS,d,Senate Candidate,Travis,Childers,W.,""
CorbettforGov,campaign,PA,r,Governor,Tom,Corbett,"",""
RepHastingsFL,official,FL,d,House Representative,Alcee,Hastings,"",""
mcclinecongress,campaign,FL,d,House Candidate,Jameel,McCline,"",""
USRepDavidJolly,official,FL,r,House Representative,David,Jolly,"",""
daninnis,campaign,NH,r,House Candidate,Daniel,Innis,"",""
WolfForPA,campaign,PA,d,Governor,Tom,Wolf,"",""
ShusterForPA9,campaign,PA,r,House Representative,Bill,Shuster,"",""
DRichardsonOR,campaign,OR,r,Gubernatorial Candidate,Dennis,Richardson,"",""
PatHenryHays,campaign,AR,d,House Candidate,Patrick Henry,Hays,"",""
jamesleewittAR,campaign,AR,d,House Candidate,James Lee,Witt,"",""
TeamBoughton,campaign,CT,r,Gubernatorial Candidate,Mark,Boughton,"",""
MayorMark,campaign,CT,r,Gubernatorial Candidate,Mark,Boughton,"",""
TomFoleyCT,campaign,CT,r,Gubernatorial Candidate,Tom,Foley,"",""
McKinneyforGov,campaign,CT,r,Gubernatorial Candidate,John,McKinney,"",""
DanMalloyCT,campaign,CT,d,Governor,Dan,Malloy,"",""
TeamCMR,campaign,WA,r,House Representative,Cathy,McMorris Rodgers,"",""
AmodeiForNevada,campaign,NV,r,House Representative,Mark,Amodei,"",""
RepLynch,campaign,MA,d,House Representative,Stephen,Lynch,"",""
Andy_Tobin,campaign,AZ,r,House Candidate,Andy,Tobin,"",""
Carr4Congress,campaign,CA,r,House Candidate,Elan,Carr,"",""
tedlieu,campaign,CA,d,House Representative,Ted,Lieu,"",""
AdamKwasman,campaign,AZ,r,House Candidate,Adam,Kwasman,"",""
Kiehne4Congress,campaign,AZ,r,House Candidate,Gary,Kiehne,"",""
MitchumCA24,campaign,CA,r,House Candidate,Chris,Mitchum,"",""
JeffGorell,campaign,CA,r,House Candidate,Jeff,Gorell,"",""
DrPaulChabot,campaign,CA,r,House Candidate,Paul,Chabot,"",""
BrianNestande,campaign,CA,r,House Candidate,Brian,Nestande,"",""
bradhutto,campaign,SC,d,Senate Candidate,Brad,Hutto,"",""
vincentsheheen,campaign,SC,d,Gubernatorial Candidate,Vincent,Sheheen,"",""
Misiuk4Congress,campaign,ME,r,House Candidate,Isaac,Misiuk,"",""
BrucePoliquin,campaign,ME,r,House Representative,Bruce,Poliquin,"",""
AnnetteTeijeiro,campaign,NV,r,House Candidate,Annette,Teijeiro,"",""
erinbilbray,campaign,NV,d,House Candidate,Erin,Bilbray,"",""
CresentHardy,campaign,NV,r,House Representative,Cresent,Hardy,"",""
SinnerforND,campaign,ND,d,House Candidate,George,Sinner,"",""
gloria4congress,campaign,SC,d,House Candidate,Gloria,Bromell-Tinubu,"",""
DonBeyerVA,campaign,VA,d,House Representative,Don,Beyer,"",""
Suzanne_Patrick,campaign,VA,d,House Candidate,Suzanne,Patrick,"",""
GarrisonForOhio,campaign,OH,d,House Candidate,Jennifer,Garrison,"",""
Hughes4SJersey,campaign,NJ,d,House Candidate,Bill,Hughes,"",""
jimmowrer,campaign,IA,d,House Candidate,Jim,Mowrer,"",""
JanyForCongress,campaign,FL,d,House Candidate,Ed,Jany,"",""
LeeRogersCA,campaign,CA,d,House Candidate,Lee,Rogers,"",""
eggman4congress,campaign,CA,d,House Candidate,Michael,Eggman,"",""
JackieMacAR,campaign,AR,d,House Candidate,Jackie,McPherson,"",""
johnfoustva,campaign,VA,d,House Candidate,John,Foust,"",""
DomenicRecchia,campaign,NY,d,House Candidate,Domenic,Recchia,"",""
KathleenRice,campaign,NY,d,House Representative,Kathleen,Rice,"",""
AimeeBelgard,campaign,NJ,d,House Candidate,Aimee,Belgard,"",""
Lara4NewMexico,campaign,NM,d,House Candidate,Roxanne,Lara,"",""
pambyrnes,campaign,MI,d,House Candidate,Pam,Byrnes,"",""
Cannon4Congress,campaign,MI,d,House Candidate,Jerry,Cannon,"",""
callis4illinois,campaign,IL,d,House Candidate,Ann,Callis,"",""
AppelforIowa,campaign,IA,d,House Candidate,Staci,Appel,"",""
AmandaRenteria,campaign,CA,d,House Candidate,Amanda,Renteria,"",""
JohnMcCallumGA,campaign,GA,r,House Candidate,John,McCallum,"",""
Thomasravenel,campaign,SC,i,Senate Candidate,Thomas,Ravenel,"",""
SenateMajLdr,official,KY,r,Senator,Mitch,McConnell,"",""
DonnaFEdwards,campaign,MD,d,Senate Candidate,Donna,Edwards,"",""
RepCurbelo,official,FL,r,House Representative,Carlos,Curbelo,L.,""
TMac4Congress,campaign,NJ,r,House Representative,Tom,MacArthur,"",""
DonNorcross4NJ,campaign,NJ,d,House Representative,Donald,Norcross,"",""
GordonBall4TN,campaign,TN,d,Senate Candidate,Gordon,Ball,"",""
RepRobWoodall,official,GA,r,House Representative,Rob,Woodall,"",""
MayorBowser,official,DC,d,Governor,Muriel,Bowser,"",""
RobPortman,campaign,OH,r,Senator,Rob,Portman,"",""
mtforlewis,campaign,MT,d,House Candidate,John,Lewis,"",""
GrothmanforWI,campaign,WI,r,House Representative,Glenn,Grothman,"",""
french4freedom,campaign,SC,i,Gubernatorial Candidate,Steve,French,"",""
debdingell,campaign,MI,d,House Representative,Debbie,Dingell,"",""
MariaCantwell,campaign,WA,d,Senator,Maria,Cantwell,"",""
SamJohnsonTX03,campaign,TX,r,House Representative,Sam,Johnson,"",""
RepHardy,official,NV,r,House Representative,Cresent,Hardy,"",""
LarryHogan,official,MD,r,Governor,Larry,Hogan,"",""
brownbackforgov,campaign,KS,r,Governor,Sam,Brownback,"",""
knight4congress,campaign,CA,r,House Representative,Steve,Knight,"",""
mapppotter,campaign,VI,i,Governor,Ken,Mapp,"",""
DPrice4Congress,campaign,NC,d,House Representative,David,Price,"",""
RepAbraham,official,LA,r,House Representative,Ralph,Abraham,"",""
larrypressler,campaign,SD,i,Senate Candidate,Larry,Pressler,"",""
Duncan4Congress,campaign,SC,r,House Representative,Jeff,Duncan,"",""
RepMoolenaar,official,MI,r,House Representative,John,Moolenaar,"",""
russfeingold,campaign,WI,d,Senate Candidate,Russ,Feingold,"",""
SmithTootie,campaign,OR,r,House Candidate,Tootie,Smith,"",""
DougLambornCD5,campaign,CO,r,House Representative,Doug,Lamborn,"",""
walsh4colorado,campaign,CO,r,House Candidate,Martin,Walsh,"",""
georgeleing,campaign,CO,r,House Candidate,George,Leing,"",""
AbelJTapia,campaign,CO,d,House Candidate,Abel,Tapia,"",""
Vic4CO4,campaign,CO,d,House Candidate,Vic,Meyers,"",""
BuckForColorado,campaign,CO,r,House Representative,Ken,Buck,"",""
IrvHalter,campaign,CO,d,House Candidate,Irv,Halter,"",""
donytterberg,campaign,CO,r,House Candidate,Don,Ytterberg,"",""
ChangeMaryland,campaign,MD,r,Governor,Larry,Hogan,"",""
RubenGallego,campaign,AZ,d,House Representative,Ruben,Gallego,"",""
MaryRoseWilcox,campaign,AZ,d,House Candidate,Mary,Wilcox,Rose,""
Banach4Congress,campaign,MD,r,House Candidate,David,Banach,"",""
NancyHoyt4MD,campaign,MD,r,House Candidate,Nancy,Hoyt,"",""
Chaffeecongress,campaign,MD,r,House Candidate,Chris,Chaffee,"",""
leezeldin,campaign,NY,r,House Representative,Lee,Zeldin,"",""
Maher4Congress,campaign,NY,d,House Candidate,Patricia,Maher,"",""
Bruce_Blakeman,campaign,NY,r,House Candidate,Bruce,Blakeman,"",""
JLFNY7,campaign,NY,r,House Candidate,José,Fernández,Luis,""
Nickfornewyork,campaign,NY,r,House Candidate,Nick,Di iorio,"",""
ChrisDayNY,campaign,NY,r,House Candidate,Christopher,Day,"",""
EliseStefanik,campaign,NY,r,House Representative,Elise,Stefanik,"",""
John_Katko,campaign,NY,r,House Representative,John,Katko,"",""
markassini,campaign,NY,r,House Candidate,Mark,Assini,"",""
